timestamp,frame,event_type,event_id,track_id,bbox_left,bbox_right,bbox_top,bbox_bottom,cx,cy,angle,crop_filename
2025-04-14 18:15:30.711,15,detection,60,4,204,289,24,70,246.5,47.0,0,T0004_F0015.jpg
2025-04-14 18:15:30.711,15,detection,61,13,1731,1785,556,639,1758.0,597.5,0,T0013_F0015.jpg
2025-04-14 18:15:30.711,15,detection,62,15,2246,2313,2582,2643,2279.5,2612.5,0,T0015_F0015.jpg
2025-04-14 18:15:30.711,15,detection,63,10,1325,1388,1556,1632,1356.5,1594.0,0,T0010_F0015.jpg
2025-04-14 18:15:30.719,16,detection,64,2,135,226,2157,2209,180.5,2183.0,0,T0002_F0016.jpg
2025-04-14 18:15:30.719,16,detection,65,6,2699,2764,700,763,2731.5,731.5,0,T0006_F0016.jpg
2025-04-14 18:15:30.719,16,detection,66,1,1230,1315,1120,1178,1272.5,1149.0,0,T0001_F0016.jpg
2025-04-14 18:15:30.719,16,detection,67,12,469,544,1116,1167,506.5,1141.5,0,T0012_F0016.jpg
2025-04-14 18:15:30.719,16,detection,68,8,1770,1835,1014,1090,1802.5,1052.0,0,T0008_F0016.jpg
2025-04-14 18:15:30.719,16,detection,69,4,205,280,21,66,242.5,43.5,0,T0004_F0016.jpg
2025-04-14 18:15:30.719,16,detection,70,16,1680,1735,957,997,1707.5,977.0,0,T0016_F0016.jpg
2025-04-14 18:15:30.719,16,detection,71,14,256,301,1091,1178,278.5,1134.5,0,T0014_F0016.jpg
2025-04-14 18:15:30.719,16,detection,72,7,239,296,66,157,267.5,111.5,0,T0007_F0016.jpg
2025-04-14 18:15:30.719,16,detection,73,5,1355,1418,1536,1595,1386.5,1565.5,0,T0005_F0016.jpg
2025-04-14 18:15:30.719,16,detection,74,11,700,780,59,122,740.0,90.5,0,T0011_F0016.jpg
2025-04-14 18:15:30.719,16,detection,75,13,1737,1791,568,651,1764.0,609.5,0,T0013_F0016.jpg
2025-04-14 18:15:30.719,16,detection,76,9,1798,1841,746,792,1819.5,769.0,0,T0009_F0016.jpg
2025-04-14 18:15:30.719,16,detection,77,15,2242,2312,2583,2645,2277.0,2614.0,0,T0015_F0016.jpg
2025-04-14 18:15:30.719,16,detection,78,10,1321,1388,1562,1634,1354.5,1598.0,0,T0010_F0016.jpg
2025-04-14 18:15:30.726,17,detection,79,5,1349,1415,1535,1593,1382.0,1564.0,0,T0005_F0017.jpg
2025-04-14 18:15:30.726,17,detection,80,6,2683,2757,697,758,2720.0,727.5,0,T0006_F0017.jpg
2025-04-14 18:15:30.726,17,detection,81,1,1231,1314,1120,1179,1272.5,1149.5,0,T0001_F0017.jpg
2025-04-14 18:15:30.726,17,detection,82,2,143,232,2157,2213,187.5,2185.0,0,T0002_F0017.jpg
2025-04-14 18:15:30.726,17,detection,83,4,208,291,20,64,249.5,42.0,0,T0004_F0017.jpg
2025-04-14 18:15:30.726,17,detection,84,16,1687,1734,957,998,1710.5,977.5,0,T0016_F0017.jpg
2025-04-14 18:15:30.726,17,detection,85,19,1909,1988,1501,1560,1948.5,1530.5,0,T0019_F0017.jpg
2025-04-14 18:15:30.726,17,detection,86,12,470,545,1115,1167,507.5,1141.0,0,T0012_F0017.jpg
2025-04-14 18:15:30.726,17,detection,87,8,1763,1834,1020,1093,1798.5,1056.5,0,T0008_F0017.jpg
2025-04-14 18:15:30.726,17,detection,88,20,1858,1940,1619,1677,1899.0,1648.0,0,T0020_F0017.jpg
2025-04-14 18:15:30.726,17,detection,89,14,258,301,1085,1172,279.5,1128.5,0,T0014_F0017.jpg
2025-04-14 18:15:30.726,17,detection,90,18,2691,2734,1331,1418,2712.5,1374.5,0,T0018_F0017.jpg
2025-04-14 18:15:30.726,17,detection,91,7,239,296,64,155,267.5,109.5,0,T0007_F0017.jpg
2025-04-14 18:15:30.726,17,detection,92,11,703,781,55,121,742.0,88.0,0,T0011_F0017.jpg
2025-04-14 18:15:30.726,17,detection,93,9,1799,1841,746,792,1820.0,769.0,0,T0009_F0017.jpg
2025-04-14 18:15:30.726,17,detection,94,13,1737,1792,568,652,1764.5,610.0,0,T0013_F0017.jpg
2025-04-14 18:15:30.726,17,detection,95,10,1318,1386,1565,1636,1352.0,1600.5,0,T0010_F0017.jpg
2025-04-14 18:15:30.726,17,detection,96,21,252,339,1050,1093,295.5,1071.5,0,T0021_F0017.jpg
2025-04-14 18:15:30.726,17,detection,97,15,2242,2312,2583,2646,2277.0,2614.5,0,T0015_F0017.jpg
2025-04-14 18:15:30.726,17,detection,98,22,1218,1304,1577,1617,1261.0,1597.0,0,T0022_F0017.jpg
2025-04-14 18:15:30.801,18,detection,99,4,215,300,11,56,257.5,33.5,0,T0004_F0018.jpg
2025-04-14 18:15:30.801,18,detection,100,1,1230,1313,1120,1177,1271.5,1148.5,0,T0001_F0018.jpg
2025-04-14 18:15:30.801,18,detection,101,5,1347,1412,1533,1593,1379.5,1563.0,0,T0005_F0018.jpg
2025-04-14 18:15:30.801,18,detection,102,2,150,239,2159,2215,194.5,2187.0,0,T0002_F0018.jpg
2025-04-14 18:15:30.801,18,detection,103,8,1759,1828,1023,1097,1793.5,1060.0,0,T0008_F0018.jpg
2025-04-14 18:15:30.801,18,detection,104,6,2674,2748,689,752,2711.0,720.5,0,T0006_F0018.jpg
2025-04-14 18:15:30.801,18,detection,105,16,1686,1731,957,999,1708.5,978.0,0,T0016_F0018.jpg
2025-04-14 18:15:30.801,18,detection,106,19,1905,1984,1500,1562,1944.5,1531.0,0,T0019_F0018.jpg
2025-04-14 18:15:30.801,18,detection,107,12,470,546,1115,1166,508.0,1140.5,0,T0012_F0018.jpg
2025-04-14 18:15:30.801,18,detection,108,7,238,295,62,153,266.5,107.5,0,T0007_F0018.jpg
2025-04-14 18:15:30.801,18,detection,109,10,1314,1382,1566,1638,1348.0,1602.0,0,T0010_F0018.jpg
2025-04-14 18:15:30.801,18,detection,110,14,256,301,1081,1169,278.5,1125.0,0,T0014_F0018.jpg
2025-04-14 18:15:30.801,18,detection,111,11,706,779,51,120,742.5,85.5,0,T0011_F0018.jpg
2025-04-14 18:15:30.801,18,detection,112,13,1739,1790,561,645,1764.5,603.0,0,T0013_F0018.jpg
2025-04-14 18:15:30.801,18,detection,113,20,1857,1943,1618,1671,1900.0,1644.5,0,T0020_F0018.jpg
2025-04-14 18:15:30.801,18,detection,114,9,1799,1841,745,792,1820.0,768.5,0,T0009_F0018.jpg
2025-04-14 18:15:30.801,18,detection,115,22,1218,1303,1574,1615,1260.5,1594.5,0,T0022_F0018.jpg
2025-04-14 18:15:30.801,18,detection,116,21,251,337,1043,1086,294.0,1064.5,0,T0021_F0018.jpg
2025-04-14 18:15:30.801,18,detection,117,15,2241,2313,2583,2647,2277.0,2615.0,0,T0015_F0018.jpg
2025-04-14 18:15:30.852,19,detection,118,4,226,312,4,55,269.0,29.5,0,T0004_F0019.jpg
2025-04-14 18:15:30.852,19,detection,119,2,155,243,2159,2216,199.0,2187.5,0,T0002_F0019.jpg
2025-04-14 18:15:30.852,19,detection,120,1,1230,1314,1120,1175,1272.0,1147.5,0,T0001_F0019.jpg
2025-04-14 18:15:30.852,19,detection,121,6,2670,2743,684,749,2706.5,716.5,0,T0006_F0019.jpg
2025-04-14 18:15:30.852,19,detection,122,16,1685,1730,955,999,1707.5,977.0,0,T0016_F0019.jpg
2025-04-14 18:15:30.852,19,detection,123,23,1262,1305,687,785,1283.5,736.0,0,T0023_F0019.jpg
2025-04-14 18:15:30.852,19,detection,124,8,1756,1826,1025,1099,1791.0,1062.0,0,T0008_F0019.jpg
2025-04-14 18:15:30.852,19,detection,125,14,256,299,1080,1168,277.5,1124.0,0,T0014_F0019.jpg
2025-04-14 18:15:30.852,19,detection,126,5,1347,1412,1534,1595,1379.5,1564.5,0,T0005_F0019.jpg
2025-04-14 18:15:30.852,19,detection,127,12,471,547,1114,1166,509.0,1140.0,0,T0012_F0019.jpg
2025-04-14 18:15:30.852,19,detection,128,10,1311,1380,1568,1639,1345.5,1603.5,0,T0010_F0019.jpg
2025-04-14 18:15:30.852,19,detection,129,19,1905,1983,1499,1562,1944.0,1530.5,0,T0019_F0019.jpg
2025-04-14 18:15:30.852,19,detection,130,7,238,296,60,151,267.0,105.5,0,T0007_F0019.jpg
2025-04-14 18:15:30.852,19,detection,131,21,246,332,1041,1084,289.0,1062.5,0,T0021_F0019.jpg
2025-04-14 18:15:30.852,19,detection,132,20,1850,1939,1618,1668,1894.5,1643.0,0,T0020_F0019.jpg
2025-04-14 18:15:30.852,19,detection,133,11,709,781,49,119,745.0,84.0,0,T0011_F0019.jpg
2025-04-14 18:15:30.852,19,detection,134,9,1798,1842,744,793,1820.0,768.5,0,T0009_F0019.jpg
2025-04-14 18:15:30.852,19,detection,135,13,1739,1790,560,646,1764.5,603.0,0,T0013_F0019.jpg
2025-04-14 18:15:30.852,19,detection,136,22,1218,1297,1571,1614,1257.5,1592.5,0,T0022_F0019.jpg
2025-04-14 18:15:30.852,19,detection,137,15,2242,2315,2584,2647,2278.5,2615.5,0,T0015_F0019.jpg
2025-04-14 18:15:30.879,20,detection,138,5,1347,1412,1535,1601,1379.5,1568.0,0,T0005_F0020.jpg
2025-04-14 18:15:30.879,20,detection,139,2,157,245,2160,2216,201.0,2188.0,0,T0002_F0020.jpg
2025-04-14 18:15:30.879,20,detection,140,24,1879,1963,176,234,1921.0,205.0,0,T0024_F0020.jpg
2025-04-14 18:15:30.879,20,detection,141,1,1230,1315,1120,1173,1272.5,1146.5,0,T0001_F0020.jpg
2025-04-14 18:15:30.879,20,detection,142,4,246,322,0,50,284.0,25.0,0,T0004_F0020.jpg
2025-04-14 18:15:30.879,20,detection,143,19,1905,1982,1498,1563,1943.5,1530.5,0,T0019_F0020.jpg
2025-04-14 18:15:30.879,20,detection,144,6,2667,2737,682,751,2702.0,716.5,0,T0006_F0020.jpg
2025-04-14 18:15:30.879,20,detection,145,14,256,300,1078,1166,278.0,1122.0,0,T0014_F0020.jpg
2025-04-14 18:15:30.879,20,detection,146,8,1756,1827,1026,1100,1791.5,1063.0,0,T0008_F0020.jpg
2025-04-14 18:15:30.879,20,detection,147,12,471,547,1114,1166,509.0,1140.0,0,T0012_F0020.jpg
2025-04-14 18:15:30.879,20,detection,148,10,1309,1381,1571,1639,1345.0,1605.0,0,T0010_F0020.jpg
2025-04-14 18:15:30.879,20,detection,149,9,1796,1840,746,793,1818.0,769.5,0,T0009_F0020.jpg
2025-04-14 18:15:30.879,20,detection,150,7,237,295,57,150,266.0,103.5,0,T0007_F0020.jpg
2025-04-14 18:15:30.879,20,detection,151,13,1736,1789,561,646,1762.5,603.5,0,T0013_F0020.jpg
2025-04-14 18:15:30.879,20,detection,152,11,711,783,48,119,747.0,83.5,0,T0011_F0020.jpg
2025-04-14 18:15:30.879,20,detection,153,20,1843,1932,1618,1664,1887.5,1641.0,0,T0020_F0020.jpg
2025-04-14 18:15:30.879,20,detection,154,16,1681,1728,951,998,1704.5,974.5,0,T0016_F0020.jpg
2025-04-14 18:15:30.879,20,detection,155,21,247,330,1040,1084,288.5,1062.0,0,T0021_F0020.jpg
2025-04-14 18:15:30.879,20,detection,156,15,2241,2313,2582,2647,2277.0,2614.5,0,T0015_F0020.jpg
2025-04-14 18:15:30.879,20,detection,157,22,1218,1293,1571,1616,1255.5,1593.5,0,T0022_F0020.jpg
2025-04-14 18:15:30.879,20,detection,158,25,774,853,328,370,813.5,349.0,0,T0025_F0020.jpg
2025-04-14 18:15:30.907,21,detection,159,2,158,246,2161,2216,202.0,2188.5,0,T0002_F0021.jpg
2025-04-14 18:15:30.907,21,detection,160,20,1835,1923,1614,1665,1879.0,1639.5,0,T0020_F0021.jpg
2025-04-14 18:15:30.907,21,detection,161,4,257,326,0,50,291.5,25.0,0,T0004_F0021.jpg
2025-04-14 18:15:30.907,21,detection,162,1,1231,1315,1121,1172,1273.0,1146.5,0,T0001_F0021.jpg
2025-04-14 18:15:30.907,21,detection,163,24,1873,1956,162,222,1914.5,192.0,0,T0024_F0021.jpg
2025-04-14 18:15:30.907,21,detection,164,14,256,300,1077,1165,278.0,1121.0,0,T0014_F0021.jpg
2025-04-14 18:15:30.907,21,detection,165,8,1756,1826,1026,1101,1791.0,1063.5,0,T0008_F0021.jpg
2025-04-14 18:15:30.907,21,detection,166,26,2712,2751,1279,1361,2731.5,1320.0,0,T0026_F0021.jpg
2025-04-14 18:15:30.907,21,detection,167,12,472,546,1114,1166,509.0,1140.0,0,T0012_F0021.jpg
2025-04-14 18:15:30.907,21,detection,168,6,2667,2734,679,749,2700.5,714.0,0,T0006_F0021.jpg
2025-04-14 18:15:30.907,21,detection,169,19,1904,1982,1497,1563,1943.0,1530.0,0,T0019_F0021.jpg
2025-04-14 18:15:30.907,21,detection,170,7,236,294,56,149,265.0,102.5,0,T0007_F0021.jpg
2025-04-14 18:15:30.907,21,detection,171,11,711,783,47,119,747.0,83.0,0,T0011_F0021.jpg
2025-04-14 18:15:30.907,21,detection,172,16,1676,1728,952,999,1702.0,975.5,0,T0016_F0021.jpg
2025-04-14 18:15:30.907,21,detection,173,13,1734,1790,566,652,1762.0,609.0,0,T0013_F0021.jpg
2025-04-14 18:15:30.907,21,detection,174,5,1347,1411,1538,1599,1379.0,1568.5,0,T0005_F0021.jpg
2025-04-14 18:15:30.907,21,detection,175,9,1791,1840,747,796,1815.5,771.5,0,T0009_F0021.jpg
2025-04-14 18:15:30.907,21,detection,176,22,1218,1295,1570,1615,1256.5,1592.5,0,T0022_F0021.jpg
2025-04-14 18:15:30.907,21,detection,177,21,249,327,1035,1085,288.0,1060.0,0,T0021_F0021.jpg
2025-04-14 18:15:30.907,21,detection,178,25,781,859,332,371,820.0,351.5,0,T0025_F0021.jpg
2025-04-14 18:15:30.907,21,detection,179,15,2240,2311,2582,2647,2275.5,2614.5,0,T0015_F0021.jpg
2025-04-14 18:15:30.907,21,detection,180,10,1307,1381,1576,1638,1344.0,1607.0,0,T0010_F0021.jpg
2025-04-14 18:15:30.931,22,detection,181,2,156,245,2162,2215,200.5,2188.5,0,T0002_F0022.jpg
2025-04-14 18:15:30.931,22,detection,182,4,263,329,0,52,296.0,26.0,0,T0004_F0022.jpg
2025-04-14 18:15:30.931,22,detection,183,20,1830,1920,1612,1664,1875.0,1638.0,0,T0020_F0022.jpg
2025-04-14 18:15:30.931,22,detection,184,1,1231,1316,1121,1172,1273.5,1146.5,0,T0001_F0022.jpg
2025-04-14 18:15:30.931,22,detection,185,10,1306,1380,1570,1638,1343.0,1604.0,0,T0010_F0022.jpg
2025-04-14 18:15:30.931,22,detection,186,24,1863,1948,142,203,1905.5,172.5,0,T0024_F0022.jpg
2025-04-14 18:15:30.931,22,detection,187,5,1349,1412,1547,1600,1380.5,1573.5,0,T0005_F0022.jpg
2025-04-14 18:15:30.931,22,detection,188,12,471,547,1115,1167,509.0,1141.0,0,T0012_F0022.jpg
2025-04-14 18:15:30.931,22,detection,189,16,1678,1727,953,999,1702.5,976.0,0,T0016_F0022.jpg
2025-04-14 18:15:30.931,22,detection,190,26,2705,2747,1271,1353,2726.0,1312.0,0,T0026_F0022.jpg
2025-04-14 18:15:30.931,22,detection,191,6,2666,2732,676,747,2699.0,711.5,0,T0006_F0022.jpg
2025-04-14 18:15:30.931,22,detection,192,19,1904,1982,1497,1563,1943.0,1530.0,0,T0019_F0022.jpg
2025-04-14 18:15:30.931,22,detection,193,7,235,293,56,148,264.0,102.0,0,T0007_F0022.jpg
2025-04-14 18:15:30.931,22,detection,194,11,712,783,47,119,747.5,83.0,0,T0011_F0022.jpg
2025-04-14 18:15:30.931,22,detection,195,13,1731,1791,569,655,1761.0,612.0,0,T0013_F0022.jpg
2025-04-14 18:15:30.931,22,detection,196,9,1791,1840,746,800,1815.5,773.0,0,T0009_F0022.jpg
2025-04-14 18:15:30.931,22,detection,197,14,257,300,1081,1167,278.5,1124.0,0,T0014_F0022.jpg
2025-04-14 18:15:30.931,22,detection,198,15,2239,2309,2582,2646,2274.0,2614.0,0,T0015_F0022.jpg
2025-04-14 18:15:30.931,22,detection,199,25,785,862,335,373,823.5,354.0,0,T0025_F0022.jpg
2025-04-14 18:15:30.931,22,detection,200,22,1218,1296,1570,1614,1257.0,1592.0,0,T0022_F0022.jpg
2025-04-14 18:15:30.931,22,detection,201,8,1756,1820,1026,1100,1788.0,1063.0,0,T0008_F0022.jpg
2025-04-14 18:15:30.931,22,detection,202,21,253,326,1026,1084,289.5,1055.0,0,T0021_F0022.jpg
2025-04-14 18:15:30.951,23,detection,203,4,262,329,0,52,295.5,26.0,0,T0004_F0023.jpg
2025-04-14 18:15:30.951,23,detection,204,20,1822,1911,1605,1658,1866.5,1631.5,0,T0020_F0023.jpg
2025-04-14 18:15:30.951,23,detection,205,2,155,244,2162,2213,199.5,2187.5,0,T0002_F0023.jpg
2025-04-14 18:15:30.951,23,detection,206,19,1900,1971,1498,1561,1935.5,1529.5,0,T0019_F0023.jpg
2025-04-14 18:15:30.951,23,detection,207,27,1281,1368,573,636,1324.5,604.5,0,T0027_F0023.jpg
2025-04-14 18:15:30.951,23,detection,208,8,1756,1817,1027,1104,1786.5,1065.5,0,T0008_F0023.jpg
2025-04-14 18:15:30.951,23,detection,209,13,1725,1793,578,656,1759.0,617.0,0,T0013_F0023.jpg
2025-04-14 18:15:30.951,23,detection,210,7,235,295,56,148,265.0,102.0,0,T0007_F0023.jpg
2025-04-14 18:15:30.951,23,detection,211,11,711,784,46,118,747.5,82.0,0,T0011_F0023.jpg
2025-04-14 18:15:30.951,23,detection,212,6,2671,2731,672,745,2701.0,708.5,0,T0006_F0023.jpg
2025-04-14 18:15:30.951,23,detection,213,26,2700,2747,1264,1345,2723.5,1304.5,0,T0026_F0023.jpg
2025-04-14 18:15:30.951,23,detection,214,16,1684,1726,953,999,1705.0,976.0,0,T0016_F0023.jpg
2025-04-14 18:15:30.951,23,detection,215,21,255,324,1013,1082,289.5,1047.5,0,T0021_F0023.jpg
2025-04-14 18:15:30.951,23,detection,216,14,258,300,1083,1169,279.0,1126.0,0,T0014_F0023.jpg
2025-04-14 18:15:30.951,23,detection,217,12,472,547,1117,1169,509.5,1143.0,0,T0012_F0023.jpg
2025-04-14 18:15:30.951,23,detection,218,9,1791,1840,745,806,1815.5,775.5,0,T0009_F0023.jpg
2025-04-14 18:15:30.951,23,detection,219,1,1231,1317,1121,1171,1274.0,1146.0,0,T0001_F0023.jpg
2025-04-14 18:15:30.951,23,detection,220,25,792,869,341,377,830.5,359.0,0,T0025_F0023.jpg
2025-04-14 18:15:30.951,23,detection,221,5,1349,1414,1553,1606,1381.5,1579.5,0,T0005_F0023.jpg
2025-04-14 18:15:30.951,23,detection,222,10,1305,1380,1574,1638,1342.5,1606.0,0,T0010_F0023.jpg
2025-04-14 18:15:30.951,23,detection,223,22,1217,1293,1570,1615,1255.0,1592.5,0,T0022_F0023.jpg
2025-04-14 18:15:30.951,23,detection,224,15,2238,2308,2581,2646,2273.0,2613.5,0,T0015_F0023.jpg
2025-04-14 18:15:30.976,24,detection,225,4,262,329,0,51,295.5,25.5,0,T0004_F0024.jpg
2025-04-14 18:15:30.976,24,detection,226,19,1899,1967,1498,1559,1933.0,1528.5,0,T0019_F0024.jpg
2025-04-14 18:15:30.976,24,detection,227,20,1803,1890,1594,1647,1846.5,1620.5,0,T0020_F0024.jpg
2025-04-14 18:15:30.976,24,detection,228,2,154,244,2162,2213,199.0,2187.5,0,T0002_F0024.jpg
2025-04-14 18:15:30.976,24,detection,229,16,1684,1725,954,1000,1704.5,977.0,0,T0016_F0024.jpg
2025-04-14 18:15:30.976,24,detection,230,27,1265,1355,572,632,1310.0,602.0,0,T0027_F0024.jpg
2025-04-14 18:15:30.976,24,detection,231,11,710,783,44,116,746.5,80.0,0,T0011_F0024.jpg
2025-04-14 18:15:30.976,24,detection,232,13,1721,1794,580,654,1757.5,617.0,0,T0013_F0024.jpg
2025-04-14 18:15:30.976,24,detection,233,6,2672,2729,666,742,2700.5,704.0,0,T0006_F0024.jpg
2025-04-14 18:15:30.976,24,detection,234,8,1756,1811,1027,1109,1783.5,1068.0,0,T0008_F0024.jpg
2025-04-14 18:15:30.976,24,detection,235,26,2696,2746,1262,1343,2721.0,1302.5,0,T0026_F0024.jpg
2025-04-14 18:15:30.976,24,detection,236,7,232,296,57,148,264.0,102.5,0,T0007_F0024.jpg
2025-04-14 18:15:30.976,24,detection,237,14,260,302,1084,1170,281.0,1127.0,0,T0014_F0024.jpg
2025-04-14 18:15:30.976,24,detection,238,21,256,321,1004,1080,288.5,1042.0,0,T0021_F0024.jpg
2025-04-14 18:15:30.976,24,detection,239,25,799,874,345,382,836.5,363.5,0,T0025_F0024.jpg
2025-04-14 18:15:30.976,24,detection,240,9,1792,1839,745,809,1815.5,777.0,0,T0009_F0024.jpg
2025-04-14 18:15:30.976,24,detection,241,1,1232,1318,1121,1169,1275.0,1145.0,0,T0001_F0024.jpg
2025-04-14 18:15:30.976,24,detection,242,12,472,546,1118,1169,509.0,1143.5,0,T0012_F0024.jpg
2025-04-14 18:15:30.976,24,detection,243,22,1218,1292,1569,1615,1255.0,1592.0,0,T0022_F0024.jpg
2025-04-14 18:15:30.976,24,detection,244,10,1304,1376,1576,1638,1340.0,1607.0,0,T0010_F0024.jpg
2025-04-14 18:15:30.976,24,detection,245,5,1348,1411,1561,1612,1379.5,1586.5,0,T0005_F0024.jpg
